TRYName,Duplicated,Confidence,WFOMatchedName,WFOStatus,WFOAccepted,GBIFstatus,AcceptedName,AcceptedGenus,AcceptedFamily,AcceptedOrder,AcceptedClass,AcceptedPhylum,GrowthForm,Sources,Notes
Celtis caudata,FALSE,1.00,Celtis caudata,Accepted,Celtis caudata,ACCEPTED,Celtis caudata,Celtis,Cannabaceae,Rosales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Celtis ehrenbergiana,FALSE,1.00,Celtis ehrenbergiana,Synonym,Celtis iguanaea,ACCEPTED,Celtis ehrenbergiana,Celtis,Cannabaceae,Rosales,Magnoliopsida,Tracheophyta,,gbif,
Celtis iguanaea,FALSE,1.00,Celtis iguanaea,Accepted,Celtis iguanaea,ACCEPTED,Celtis iguanaea,Celtis,Cannabaceae,Rosales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Celtis pallida,FALSE,1.00,Celtis pallida,Accepted,Celtis pallida,SYNONYM,Celtis ehrenbergiana,Celtis,Cannabaceae,Rosales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Celtis schippii,FALSE,1.00,Celtis schippii,Accepted,Celtis schippii,ACCEPTED,Celtis schippii,Celtis,Cannabaceae,Rosales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Cenostigma bracteosum,FALSE,,[No match found],,,ACCEPTED,Cenostigma bracteosum,Cenostigma,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Cenostigma microphyllum,FALSE,0.99,Cenostigma macrophyllum,Accepted,Cenostigma macrophyllum,ACCEPTED,Cenostigma macrophyllum,Cenostigma,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Tree,wfo;gbif,Life form obtained from: Fernandes MF; Cardoso D; de Queiroz LP. 2020. An updated plant checklist of the Brazilian Caatinga seasonally dry forests and woodlands reveals high species richness and endemism. J. Arid Environ. 174: 104079. doi:10.1016/j.jaridenv.2019.104079.
Cenostigma pluviosum,FALSE,,[No match found],,,ACCEPTED,Cenostigma pluviosum,Cenostigma,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Cenostigma pyramidale,FALSE,0.41,,Unknown,,ACCEPTED,Cenostigma pyramidale,Cenostigma,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,Name provided (Cenostigma pyramidale) is unresolved at WFO.  Life form obtained from: Fernandes MF; Cardoso D; de Queiroz LP. 2020. An updated plant checklist of the Brazilian Caatinga seasonally dry forests and woodlands reveals high species richness and endemism. J. Arid Environ. 174: 104079. doi:10.1016/j.jaridenv.2019.104079.
Cenostigma tocantinum,FALSE,1.00,Cenostigma tocantinum,Accepted,Cenostigma tocantinum,ACCEPTED,Cenostigma tocantinum,Cenostigma,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Centrolobium microchaete,FALSE,1.00,Centrolobium microchaete,Accepted,Centrolobium microchaete,ACCEPTED,Centrolobium microchaete,Centrolobium,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Centrolobium paraense,FALSE,1.00,Centrolobium paraense,Accepted,Centrolobium paraense,ACCEPTED,Centrolobium paraense,Centrolobium,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Centrolobium tomentosum,FALSE,1.00,Centrolobium tomentosum,Accepted,Centrolobium tomentosum,ACCEPTED,Centrolobium tomentosum,Centrolobium,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Centronia laurifolia,FALSE,1.00,Centronia laurifolia,Accepted,Centronia laurifolia,ACCEPTED,Centronia laurifolia,Centronia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Centropogon loretensis,FALSE,1.00,Centropogon loretensis,Accepted,Centropogon loretensis,ACCEPTED,Centropogon loretensis,Centropogon,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Centrosema acutifolium,FALSE,1.00,Centrosema acutifolium,Accepted,Centrosema acutifolium,ACCEPTED,Centrosema acutifolium,Centrosema,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Centrosema bracteosum,FALSE,1.00,Centrosema bracteosum,Accepted,Centrosema bracteosum,ACCEPTED,Centrosema bracteosum,Centrosema,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Centrosema pubescens,FALSE,1.00,Centrosema pubescens,Accepted,Centrosema pubescens,ACCEPTED,Centrosema pubescens,Centrosema,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Cephaelis,FALSE,1.00,Cephaelis,Synonym,Psychotria,ACCEPTED,Psychotria,Psychotria,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Cephalostemon riedelianus,FALSE,1.00,Cephalostemon riedelianus,Accepted,Cephalostemon riedelianus,ACCEPTED,Cephalostemon riedelianus,Cephalostemon,Rapateaceae,Poales,Liliopsida,Tracheophyta,,gbif,
Cerastium mollissimum,FALSE,1.00,Cerastium mollissimum,Accepted,Cerastium mollissimum,ACCEPTED,Cerastium mollissimum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Cerasus brachybotrya,FALSE,1.00,Cerasus brachybotrya,Synonym,Prunus brachybotrya,ACCEPTED,Prunus brachybotrya,Prunus,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,,wfo;gbif;mlo,Synonym according to GBIF; GBIF accepted name unresolved in WFO
Ceratopteris pteridoides,FALSE,1.00,Ceratopteris pteridoides,Accepted,Ceratopteris pteridoides,SYNONYM,Ceratopteris pteridioides,Ceratopteris,Pteridaceae,Polypodiales,Polypodiopsida,Tracheophyta,,wfo;gbif,
Ceratostigma tocantidum,FALSE,0.90,Cenostigma tocantinum,Accepted,Cenostigma tocantinum,ACCEPTED,Cenostigma tocantinum,Cenostigma,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Cercidium texanum,FALSE,1.00,Cercidium texanum,Accepted,Cercidium texanum,SYNONYM,Parkinsonia texana,Parkinsonia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Cercis canadensis,FALSE,1.00,Cercis canadensis,Accepted,Cercis canadensis,ACCEPTED,Cercis canadensis,Cercis,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Cercocarpus montanus var. glaber,FALSE,1.00,Cercocarpus montanus var. glaber,Accepted,Cercocarpus montanus,ACCEPTED,Cercocarpus montanus,Cercocarpus,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,,wfo;gbif,Excluded subspecies information (var. glaber)
Cereus jamacaru,FALSE,1.00,Cereus jamacaru,Accepted,Cereus jamacaru,ACCEPTED,Cereus jamacaru,Cereus,Cactaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Cespedesia spathulata,FALSE,1.00,Cespedesia spathulata,Accepted,Cespedesia spathulata,ACCEPTED,Cespedesia spathulata,Cespedesia,Ochnaceae,Malpighiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Cespedezia macrophylla,FALSE,0.98,Cespedesia macrophylla,Synonym,Cespedesia spathulata,ACCEPTED,Cespedesia spathulata,Cespedesia,Ochnaceae,Malpighiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Cespedezia spathulata,FALSE,0.98,Cespedesia spathulata,Accepted,Cespedesia spathulata,ACCEPTED,Cespedesia spathulata,Cespedesia,Ochnaceae,Malpighiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Cestrum,FALSE,1.00,Cestrum,Accepted,Cestrum,ACCEPTED,Cestrum,Cestrum,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Cestrum diurnum,FALSE,1.00,Cestrum diurnum,Accepted,Cestrum diurnum,ACCEPTED,Cestrum diurnum,Cestrum,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Cestrum hirtum,FALSE,1.00,Cestrum hirtum,Synonym,Cestrum,ACCEPTED,Cestrum,Cestrum,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Cestrum latifolium,FALSE,1.00,Cestrum latifolium,Accepted,Cestrum latifolium,ACCEPTED,Cestrum latifolium,Cestrum,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,,wfo;gbif,
