observation,LastName,Author,ScientificName,lon,lat,alt,site,country,continent,biome,ymean_temp,ymean_prec,ymean_pet,soil_type,sample_date,growth_form,plant_woodiness,leaf_phenology,sun_shade,dbh,height,a_amax,a_gsw,a_vcmax,a_jmax,a_rdmax,m_amax,SLA,single_leaf_area,wood_dens,leaf_dens,leaf_carbon,leaf_nitrogen,leaf_n_area,leaf_phosphorus,leaf_c2n,leaf_c2p,leaf_n2p,leaf_thick,wood_water_sat,wood_hydcond,wood_water_store,xylem_p12,xylem_p50,xylem_p88,leaf_pio_full,leaf_psi_tlp,leaf_elas_mod,leaf_rwc_tlp,leaf_toughness,leaf_f_punct,max_height,experiment,ValueKind,Count,reference,doi,Notes
32,Courtois,Elodie Courtois,Protium gallicum,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,26.3,2990,,03 - Sandy Loam,,Tree,Woody,,,,,,,,,,,14.44,,,0.43,,,,,,,,,,,,,,,,,,,1.2,0.0804,21.5,,Average,8,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
33,Courtois,Elodie Courtois,Protium trifoliolatum,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,26.3,2990,,03 - Sandy Loam,,Tree,Woody,,,,,,,,,,,14.6,,,0.46,,,,,,,,,,,,,,,,,,,1.33,0.0891,,,Average,4,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
34,Courtois,Elodie Courtois,Licania alba,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,26.3,2990,,03 - Sandy Loam,,Tree,Woody,,,,,,,,,,,6.51,,,0.46,,14.6,,0.37,,,,,,,,,,,,,,,3.05,0.2044,30,,Average,16,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
35,Courtois,Elodie Courtois,Licania canescens,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,26.3,2990,,03 - Sandy Loam,,Tree,Woody,,,,,,,,,,,11.24,,,0.5,,20.1,,0.39,,,,,,,,,,,,,,,1.42,0.0952,17.2,,Average,32,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
36,Courtois,Elodie Courtois,Licania membranacea,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,26.3,2990,,03 - Sandy Loam,,Tree,Woody,,,,,,,,,,,8.16,,,0.49,,15.7,,0.35,,,,,,,,,,,,,,,2.03,0.136,31.1,,Average,17,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
37,Courtois,Elodie Courtois,Drypetes variabilis,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,26.3,2990,,03 - Sandy Loam,,Tree,Woody,,,,,,,,,,,9.62,,,0.38,,22.1,,0.7,,,,,,,,,,,,,,,2.12,0.1421,27,,Average,8,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
38,Courtois,Elodie Courtois,Eschweilera coriacea,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,26.3,2990,,03 - Sandy Loam,,Tree,Woody,,,,,,,,,,,10.28,,,0.48,,21.8,,0.69,,,,,,,,,,,,,,,1.88,0.126,29.9,,Average,40,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
39,Courtois,Elodie Courtois,Lecythis persistens,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,26.3,2990,,03 - Sandy Loam,,Tree,Woody,,,,,,,,,,,8.13,,,0.42,,19,,0.61,,,,,,,,,,,,,,,2.54,0.1702,32.5,,Average,35,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
40,Courtois,Elodie Courtois,Lecythis poiteaui,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,26.3,2990,,03 - Sandy Loam,,Tree,Woody,,,,,,,,,,,13.98,,,0.52,,27.8,,0.67,,,,,,,,,,,,,,,1.13,0.0757,35.1,,Average,12,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
41,Courtois,Elodie Courtois,Quararibea duckei,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,26.3,2990,,03 - Sandy Loam,,Tree,Woody,,,,,,,,,,,20.77,,,0.32,,31.4,,1.11,,,,,,,,,,,,,,,1.35,0.0905,13.4,,Average,24,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
42,Courtois,Elodie Courtois,Iryanthera sagotiana,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,26.3,2990,,03 - Sandy Loam,,Tree,Woody,,,,,,,,,,,9.59,,,0.41,,,,,,,,,,,,,,,,,,,0.79,0.0529,28.9,,Average,9,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
43,Courtois,Elodie Courtois,Amphirrhox longifolia,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,26.3,2990,,03 - Sandy Loam,,Tree,Woody,,,,,,,,,,,20.55,,,0.29,,,,,,,,,,,,,,,,,,,1.5,0.1005,,,Average,5,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
44,Courtois,Elodie Courtois,Qualea rosea,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,26.3,2990,,03 - Sandy Loam,,Tree,Woody,,,,,,,,,,,9.27,,,0.42,,16.4,,0.47,,,,,,,,,,,,,,,1.49,0.0998,40.5,,Average,13,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
45,Courtois,Elodie Courtois,Oxandra asbeckii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,,,,,,,,,,10.88,,,0.42,,20.1,,0.47,,,,,,,,,,,,,,,1.8,0.1206,14.5,,Average,40,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
46,Courtois,Elodie Courtois,Protium sagotianum,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,,,,,,,,,,9.49,,,0.52,,14.1,,0.63,,,,,,,,,,,,,,,2.62,0.1756,,,Average,3,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
47,Courtois,Elodie Courtois,Licania canescens,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,,,,,,,,,,8.68,,,0.51,,20.4,,0.38,,,,,,,,,,,,,,,1.84,0.1233,22.7,,Average,21,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
48,Courtois,Elodie Courtois,Licania ovalifolia,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,,,,,,,,,,5.76,,,0.4,,13.7,,0.33,,,,,,,,,,,,,,,3.11,0.2084,,,Average,5,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
49,Courtois,Elodie Courtois,Tapura capitulifera,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,,,,,,,,,,6.02,,,0.42,,11.1,,0.36,,,,,,,,,,,,,,,3.43,0.2299,30.7,,Average,26,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
50,Courtois,Elodie Courtois,Sandwithia guyanensis,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,,,,,,,,,,15.34,,,0.34,,23.3,,0.6,,,,,,,,,,,,,,,1.46,0.0978,14.4,,Average,38,Courtois E. 2010. Le parfum de la defense des plantes en foret amazonienne. Ph.D. thesis; Universite de Toulouse; Toulouse; France. https://www.theses.fr/2010TOU30266.,[DOI missing] https://www.theses.fr/2010TOU30266,Assumed SLA was actually in m2/kg (based on magnitude). Assumed saplings to be in the shade and trees to be fully illuminated (assumption because they used climbers). Conversion from leaf toughness (N) to leaf force to puncture (kN/m) assumed cross-section diameter of 4.75mm based on instrument used (Chatillon E-DFE-2) and communication with Chatillon. Number of samples is the number of individuals sampled for each species; size class and site.
